Item_ID	Noun	NP	Verb	VP	BarePlural	Sentence	Context
69995:9	parts	parts	do	do	parts	um, parts do.	###so it's a nice change.###so we'll be here a couple of years###and we thought well, we'll take advantage of it and see what all the pacific coast is like .###speakera123.###that's nice.###speakerb124.###so it's been good.###speakera125.###well, my wife's originally from virginia###and we lived there for about nine months###and that was a real change for me.###speakerb126.###oh, i imagine.###virginia, i imagine  , gets real humid, doesn't it ?###speakera127.
754:3	things	things	are	are going  in texas	things	well, i sure appreciate  hearing how things are going  in texas	###oh, gosh.###well, i hope  it moves up this way,###but i'm sure  it won't .###speakera143.###yeah.###maybe we can send you some.###speakerb144.###yeah.###because we could sure use it.###well, you think  that takes care of the time###and,###speakera145.###i think  that will do it.###speakerb146.###okay.
7195:4	women	women	have	have come into the work force in the last twenty, thirty years	women	women have come into the work force in the last twenty, thirty years	### i, i, um, clean houses part-time,###speakera15.###uh-huh.###speakerb16.###and almost all the people that i clean for ,  believe it or not, are mothers that  don't work.###speakera17.###huh.###speakerb18.###um,###speakera19.###that's unusual.###speakerb2.### they are, th-, they're all, um,### it's, and it's, i think  it's kind of a new movement###it's going back towards, you know,
7247:8	kids	kids	are	are raised  around their friends and by the media	kids	so, kids are raised  around their friends and by the media.	###speakerb5.###where the, the attitudes were a lot different .###um, as far as, i think the kids back then seemed  to be a lot more,###um, ther-, there wasn't a lot of the drugs and alcohol and, um, a lot of the, the things that  are going on in today's society,###speakera51.###uh-huh.###speakerb52.###i think  morally, um, it seems like there was, peo-, people were a lot better back then as far as hig-, higher standards.###speakera53.###true.###well, the husbands' roles are almost nonexistent in family anymore in terms of  being the father figure###and with women working so much they're kind of pulled  out of it too.###speakerb54.###yeah.###speakera55.
7279:4	families	families	are	are such a strange configuration anymore	families	families are such a strange configuration anymore.	###yeah,### i, i think that, um, in the future, um, the, the family unit as it, as it once was known , is, is going  to be nonexistent.### what, how do you, what do you think ?###speakera63.###about?###speakerb64.###that as far as### do-, do you think  there's going  to be still a family unit### or, or do you think that, um, the trend is going more towards single parenting?###speakera65.###the balance###i don't,### the, the divorce rate keeps  hovering around fifty percent or so###and it got higher than that for a while.###um, that's hard   to say .
7257:14	things	things	are	are pretty booming down there	things	i know  things are pretty booming down there.	###oh, jeez.###speakera145.###but, uh,###speakerb146.###i know  the whole situation is bad up here,###we're having a terrible time with the recession.###speakera147.###really?###speakerb148.###yeah,###yeah.###it's not good at all.###speakera149.###huh.###speakerb15.
72633:26	people	people	are	are so illiterate	people	because, uh, even today where people are so illiterate and they go off to school and really nothing happens , i mean, they don't learn anything.	###i, i read to them a lot.###speakera169.###that's good.###speakerb17.###and, uh, i think  they've all developed kind of an interest in reading also.###speakera171.###that's re-,###yeah.###speakerb172.###i'm not saying  they read all the right things###but they do read. uh, where a lot of people don't have any interest in it at all ,###and i think  it's important,###speakera173.###oh, yeah.###speakerb174.
72643:6	things	things	are	are misspelled 	things	and things are misspelled 	###but they do read. uh, where a lot of people don't have any interest in it at all ,###and i think  it's important,###speakera173.###oh, yeah.###speakerb174.###because, uh, even today where people are so illiterate and they go off to school and really nothing happens , i mean, they don't learn anything.###it's because they can't read.###speakera175.###yeah,###it exp's really surprising how many people ich  graduate from high school, and that i work with ###speakerb176.###yeah.###speakera177.###and people, i mean,###i get memos all the time across my desk
737:14	cultures	other cultures	disagree	disagree 	cultures	much as other cultures disagree , our lives don't revolve around our children.	###and that's something that we're struggling with  now.###speakera37.###yeah.###i think  it's just a matter of priorities.### it's, uh, you know, it's a terrible thing   to say  when you're speaking of children in that way ,###but you still have  to be realistic, as well, i think  .###speakerb38.###oh, yeah.###speakera39.###yeah.###speakerb4.###mumblex.###speakera41.###yeah.###speakerb42.
73154:16	givers	care givers	are	are not omniscient	givers	it's that care givers are not omniscient	###and  felt that, that mumblex, and feeling of safety.###speakera61.###right.###speakerb62.###speakera63.###right.###speakerb64.###and  were leaving them mumblex small children.###speakera65.###huh-uh.###speakerb66.###but, we also learned something from that experience as our children got older.###speakera67.###yeah.###speakerb68.
73359:12	people	people	are	are denying it	people	and of course people are denying it.	###if you could just, um, have a whole bunch.###speakerb138.### have enough.###speakera139.###speakerb14.###speakera141.###by the time  the youngest ones are there , you'll have older one   to take care of them.###speakerb142.###that's true.###speakera143.###i don't know.###when you see all these horror stories on television about child care ###and, gosh,###i just,###i was seeing something on the television ich earlier about a little girl that 's been telling her mother these terrible stories
