workerid,rt,trial_type,tgrep_id,trialNum,verb phrase,entire sentence,VP,verb,noun phrase,context,NP,freq,tgrep id,e1,e3,e2
5,NA,single_generic_trial,NA,NA,are real high maintenances,"well, dogs are real high maintenances,",NA,are,dogs,"###uh-huh.###speakera17.###um, but we, um, we house sat for a, um, my, um, my wife&quotechars boss a couple weeks ago###and, um, uh, he has a dog and everything,### we were, you know, we were sitting the dog and everything###and, uh, i felt like just miserable all weekend###and it really didn&quotechart dawn on me until sunday,###it was like, hey, maybe you&quotecharre still allergic to the dog.###it was like, oh, that could be it.###speakerb18.###the thing   i don&quotechart like  about dogs sometimes is that the house will just reek, of the dogs, and constantly.###speakera19.###yeah.###speakerb2.###speakera21.",NA,NA,59934:09:00,cats,hamsters,gerbals
5,NA,single_generic_trial,NA,NA,aren&quotechart parents any more,parents aren&quotechart parents any more.,NA,are,parents,"###i know.###speakerb12.###for what.###speakera121.###i know.###speakerb122.### give me the money###and i&quotecharll, i&quotecharll teach them something good.###speakera123.###well, you know, you know  why they do it  is so they can get them out of the house.###speakerb124.###yeah.###speakera125.###yeah,###uh, that&quotechars my other complaint.",NA,NA,36123:04:00,kids,grandparents,teachers
5,NA,single_generic_trial,NA,NA,are notorious,"i mean, school buses are notorious.",NA,are,school buses,"###well,###speakera71.###speakerb72.###supposedly that&quotechars supposed  to catch it.###but i&quotecharll tell you what,###and even these buses, oh lord, it real bad.###these buses in raleigh,###speakera73.###yeah,###school buses and the commercial buses,###speakerb74.###oh, yeah.###speakera75.###yeah.###speakerb76.",NA,NA,8185:16:00,cars,bikes,trollies
5,NA,single_generic_trial,NA,NA,don&quotechart pay for groceries and stuff,and loans don&quotechart pay for groceries and stuff.,NA,do,loans,"###yeah.###speakera39.###because i work now,###i work full time###and, uh, you know, it,###when you put them through college  it just takes just about everything  you got .###speakerb4.###yeah.###speakera41.###they get loans and grants and scholarships and stuff like that,###that helps out,###but still, it cost a lot.###speakerb42.###oh, yeah,###i mean, just the, you know, the cost of living",NA,NA,5958:06:00,jobs,donations,gifts
5,12212,NA,148447:14:00,0,NA,NA,are okay,NA,NA,NA,jazz,0.76,NA,NA,NA,NA
5,12212,NA,148447:14:00,0,NA,NA,are okay,NA,NA,NA,country,0.65,NA,NA,NA,NA
5,12212,NA,148447:14:00,0,NA,NA,are okay,NA,NA,NA,folk,0.8,NA,NA,NA,NA
5,13934,NA,27281:09:00,1,NA,NA,help  create that,NA,NA,NA,doctors,0.85,NA,NA,NA,NA
5,13934,NA,27281:09:00,1,NA,NA,help  create that,NA,NA,NA,church goers,0.89,NA,NA,NA,NA
5,13934,NA,27281:09:00,1,NA,NA,help  create that,NA,NA,NA,musicians,0.83,NA,NA,NA,NA
5,17103,NA,97451:23:00,2,NA,NA,"come down  to supervise or, whatever",NA,NA,NA,teachers,0.83,NA,NA,NA,NA
5,17103,NA,97451:23:00,2,NA,NA,"come down  to supervise or, whatever",NA,NA,NA,children,0.04,NA,NA,NA,NA
5,17103,NA,97451:23:00,2,NA,NA,"come down  to supervise or, whatever",NA,NA,NA,politicians,0.64,NA,NA,NA,NA
5,9918,NA,9738:09:00,3,NA,NA,are crippled,NA,NA,NA,wives,0.12,NA,NA,NA,NA
5,9918,NA,9738:09:00,3,NA,NA,are crippled,NA,NA,NA,daughters,0.11,NA,NA,NA,NA
5,9918,NA,9738:09:00,3,NA,NA,are crippled,NA,NA,NA,sons,0.11,NA,NA,NA,NA
5,8218,NA,171:06:00,4,NA,NA,are good all the time,NA,NA,NA,dogs,0.67,NA,NA,NA,NA
5,8218,NA,171:06:00,4,NA,NA,are good all the time,NA,NA,NA,gerbals,0.2,NA,NA,NA,NA
5,8218,NA,171:06:00,4,NA,NA,are good all the time,NA,NA,NA,hamsters,0.2,NA,NA,NA,NA
5,8660,NA,61455:08:00,5,NA,NA,seem  to be always in the mood,NA,NA,NA,cats,0.68,NA,NA,NA,NA
5,8660,NA,61455:08:00,5,NA,NA,seem  to be always in the mood,NA,NA,NA,horses,0.32,NA,NA,NA,NA
5,8660,NA,61455:08:00,5,NA,NA,seem  to be always in the mood,NA,NA,NA,snakes,0.83,NA,NA,NA,NA
5,10358,NA,47743:06:00,6,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,parents,0.81,NA,NA,NA,NA
5,10358,NA,47743:06:00,6,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,teachers,0.84,NA,NA,NA,NA
5,10358,NA,47743:06:00,6,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,spouses,0.83,NA,NA,NA,NA
5,14310,NA,113118:08:00,7,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,taxes,0.12,NA,NA,NA,NA
5,14310,NA,113118:08:00,7,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,tips,0.08,NA,NA,NA,NA
5,14310,NA,113118:08:00,7,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,surcharge,0.08,NA,NA,NA,NA
5,8702,NA,137655:11:00,8,NA,NA,are probably the most fickle people in the world,NA,NA,NA,baksetball fans,0.14,NA,NA,NA,NA
5,8702,NA,137655:11:00,8,NA,NA,are probably the most fickle people in the world,NA,NA,NA,baseball fans,0.13,NA,NA,NA,NA
5,8702,NA,137655:11:00,8,NA,NA,are probably the most fickle people in the world,NA,NA,NA,soccer fans,0.12,NA,NA,NA,NA
5,7489,NA,16679:08:00,9,NA,NA,are a large volume of annual trash,NA,NA,NA,plastic bags,0.77,NA,NA,NA,NA
5,7489,NA,16679:08:00,9,NA,NA,are a large volume of annual trash,NA,NA,NA,bottles,0.74,NA,NA,NA,NA
5,7489,NA,16679:08:00,9,NA,NA,are a large volume of annual trash,NA,NA,NA,cans,0.73,NA,NA,NA,NA
5,5843,NA,67262:12:00,10,NA,NA,are kind of a problem,NA,NA,NA,summer,0.02,NA,NA,NA,NA
5,5843,NA,67262:12:00,10,NA,NA,are kind of a problem,NA,NA,NA,spring,0.02,NA,NA,NA,NA
5,5843,NA,67262:12:00,10,NA,NA,are kind of a problem,NA,NA,NA,fall,0.01,NA,NA,NA,NA
5,6965,NA,28363:06:00,11,NA,NA,have  to be convinced  of that,NA,NA,NA,women,0.01,NA,NA,NA,NA
5,6965,NA,28363:06:00,11,NA,NA,have  to be convinced  of that,NA,NA,NA,gays,0.53,NA,NA,NA,NA
5,6965,NA,28363:06:00,11,NA,NA,have  to be convinced  of that,NA,NA,NA,lesbians,0.53,NA,NA,NA,NA
5,5872,NA,149639:09:00,12,NA,NA,are darling,NA,NA,NA,dogs,0.61,NA,NA,NA,NA
5,5872,NA,149639:09:00,12,NA,NA,are darling,NA,NA,NA,cats,0.63,NA,NA,NA,NA
5,5872,NA,149639:09:00,12,NA,NA,are darling,NA,NA,NA,gerbals,0.42,NA,NA,NA,NA
5,6767,NA,142815:09:00,13,NA,NA,are so messy,NA,NA,NA,brush,0.71,NA,NA,NA,NA
5,6767,NA,142815:09:00,13,NA,NA,are so messy,NA,NA,NA,tarp,0.31,NA,NA,NA,NA
5,6767,NA,142815:09:00,13,NA,NA,are so messy,NA,NA,NA,ladder,0.02,NA,NA,NA,NA
5,6440,NA,57573:04:00,14,NA,NA,don&quotechart require mechanics,NA,NA,NA,electric,0.02,NA,NA,NA,NA
5,6440,NA,57573:04:00,14,NA,NA,don&quotechart require mechanics,NA,NA,NA,steam,0.03,NA,NA,NA,NA
5,6440,NA,57573:04:00,14,NA,NA,don&quotechart require mechanics,NA,NA,NA,gas,0.04,NA,NA,NA,NA
5,6198,NA,59934:09:00,15,NA,NA,are real high maintenances,NA,NA,NA,cats,0.32,NA,NA,NA,NA
5,6198,NA,59934:09:00,15,NA,NA,are real high maintenances,NA,NA,NA,gerbals,0.23,NA,NA,NA,NA
5,6198,NA,59934:09:00,15,NA,NA,are real high maintenances,NA,NA,NA,hamsters,0.16,NA,NA,NA,NA
5,11469,NA,36123:04:00,16,NA,NA,aren&quotechart parents any more,NA,NA,NA,kids,0.02,NA,NA,NA,NA
5,11469,NA,36123:04:00,16,NA,NA,aren&quotechart parents any more,NA,NA,NA,teachers,0.19,NA,NA,NA,NA
5,11469,NA,36123:04:00,16,NA,NA,aren&quotechart parents any more,NA,NA,NA,grandparents,0.07,NA,NA,NA,NA
5,7520,NA,8185:16:00,17,NA,NA,are notorious,NA,NA,NA,cars,0.13,NA,NA,NA,NA
5,7520,NA,8185:16:00,17,NA,NA,are notorious,NA,NA,NA,trollies,0.26,NA,NA,NA,NA
5,7520,NA,8185:16:00,17,NA,NA,are notorious,NA,NA,NA,bikes,0.06,NA,NA,NA,NA
5,9698,NA,5958:06:00,18,NA,NA,don&quotechart pay for groceries and stuff,NA,NA,NA,jobs,0.03,NA,NA,NA,NA
5,9698,NA,5958:06:00,18,NA,NA,don&quotechart pay for groceries and stuff,NA,NA,NA,gifts,0.22,NA,NA,NA,NA
5,9698,NA,5958:06:00,18,NA,NA,don&quotechart pay for groceries and stuff,NA,NA,NA,donations,0.45,NA,NA,NA,NA
6,NA,single_generic_trial,NA,NA,seem  to be always in the mood,"but, dogs seem  to be always in the mood.",NA,seem,dogs,"###so, you know, i never really had them around me, you know,###so i&quotecharve never owned one, you know, since i,###speakerb114.###well, they&quotecharre really a lot different than dogs because they&quotecharre not, they&quotecharre very independent,###and they&quotecharre very, he&quotechars very affectionate when he wants  to be  ,###but if you want him to be  and he doesn&quotechart want  to be , he&quotecharll just, he&quotecharll, you know either scratch you or run away.###speakera115.###huh.###speakerb116.###but when he wants  to be  , uh, he&quotechars really affectionate.###he likes  to lay next to you and have you scratch his head and, and, and snuggle up to you,### and, but if he&quotechars not in the mood, you&quotechard better  stay away from him.###speakera117.###huh.###speakerb118.",NA,NA,61455:08:00,cat,rabbit,gerbil
6,NA,single_generic_trial,NA,NA,are a large volume of annual trash,and phone books are a large volume of annual trash.,NA,are,phone books,"###yeah.###speakerb16.###speakera17.### th-, there definitely has  to be a motivation factor###and i know that, at w-, where i work ,###i work for a defense contractor.###and there&quotechars a big push on for  recycling, uh, paper materials, you know, computer output paper and also  to decrease the amount of, uh, styrofoam usage because of the, uh, the process involved in styrofoam and, and the whole eco issue and that.### and, and they&quotecharre very proactive###and, uh, matter of fact, they give you discounts if you use, uh, china wear rather than, uh, styrofoam stuff,### so. so, i-, i-, it&quotechars incentives like that that  get people people more conscious of it.###i think  that&quotechars, that&quotechars what they need  to do .  be more proactive like that.###speakerb18.###uh, i know, uh, i believe  it was last year that they actually collected the old phone books .### uh, usually have them come from mumblex you know, projects  to collect old ones.### usually just get dumped  out with the trash.",NA,NA,16679:08:00,old food containers,glass bottles,empty boxes
6,NA,single_generic_trial,NA,NA,are good all the time,but cats are good all the time.,NA,are,cats,"###speakerb154.###oh, goodness.###you get so attached to them.###speakera155.###oh definitely.###speakerb156.###my mother has dogs###and i&quotecharm like, no.###speakera157.###yeah.###speakerb158.###this is nothing like cats.###speakera159.###you can walk a dog###and that&quotechars okay for weekend",NA,NA,171:06:00,hamster,rat,snake
6,NA,single_generic_trial,NA,NA,are okay,"uh, uh, blues are okay.",NA,are,blues,"###speakerb44.###oh, yeah?###speakera45.###so, uh, that&quotechars where my two, my two listening enjoyments are ,###but, you know, jazz can get on my nerves after a while.###uh, you can&quotechart just listen to it, you know, to, uh, especially a lot of the deeper stuff,###you just can&quotechart listen to it for enjoyment unless you&quotecharre. yeah, unless, unless you&quotecharre playing it,###speakerb46.###it&quotechars too, um, uh,###you have  to concentrate on it, it seems  .###speakera47.### it just, it just doesn&quotechart do anything.###speakerb48.###what about the blues or something like that?###speakera49.",NA,NA,148447:14:00,jazz,rock,rap
6,NA,single_generic_trial,NA,NA,have  to be convinced  of that,but men have  to be convinced  of that.,NA,have,men,"###yeah,###well, she&quotechars usually in bed by this time,###but she&quotechars staying up late tonight.###but,###yeah,###i want  to have a relationship with her.###you know, my dad was a very traditional dad,###and when i was a child  i didn&quotechart really know my dad very well,###and i miss that.###and i want,###speakera158.###that&quotechars the thing,### if woman&quotechars role, like we said, if women&quotechars roles change drastically, men&quotechars roles will,  too.###speakerb159.###yeah,",NA,NA,28363:06:00,women,Americans,gay people
6,NA,single_generic_trial,NA,NA,are real high maintenances,"well, dogs are real high maintenances,",NA,are,dogs,"###uh-huh.###speakera17.###um, but we, um, we house sat for a, um, my, um, my wife&quotechars boss a couple weeks ago###and, um, uh, he has a dog and everything,### we were, you know, we were sitting the dog and everything###and, uh, i felt like just miserable all weekend###and it really didn&quotechart dawn on me until sunday,###it was like, hey, maybe you&quotecharre still allergic to the dog.###it was like, oh, that could be it.###speakerb18.###the thing   i don&quotechart like  about dogs sometimes is that the house will just reek, of the dogs, and constantly.###speakera19.###yeah.###speakerb2.###speakera21.",NA,NA,59934:09:00,birds,lizards,guinea pigs
6,NA,single_generic_trial,NA,NA,are just as much of a blessing inside these material things,but kids are just as much of a blessing inside these material things,NA,are,kids,"###he just works a normal job.###he probably has an income of thirty-five thousand,###but last year he made mumblex###that got him a bonus of twenty-five thousand which  allowed him to pay cash for a full size van.###speakerb122.###speakera123.###he loves god,###i mean, it was the biggest thing that any one in this company had ever done ,###speakerb124.###wow.###speakera125.###and he got  to do it###and so god just really blesses him in ways like that,### do trust god because, i don&quotechart know, kids are a blessing### and, and some people mumblex you know, we think of blessings as nice furniture and things like that,",NA,NA,47743:06:00,workers,politicians,billionaires
6,NA,single_generic_trial,NA,NA,help  create that,"well, lawyers help  create that.",NA,help,lawyers,"###speakerb148.###speakera149.### i mean, i, i mean teachers are so afraid  now of  even saying something, to students because they&quotecharre going get, they&quotecharre going  to get complaints or they&quotecharre going  to get sued  or something.###speakerb15.###uh-huh.###speakera151.###speakerb152.###it&quotechars like doctors in lawsuits,###speakera153.###oh yeah.###speakerb154.###you know, they&quotecharre kind of fearful of, everything.###speakera155.###speakerb156.###speakera157.",NA,NA,27281:09:00,doctors,teachers,firemen
6,NA,single_generic_trial,NA,NA,aren&quotechart none too shallow these days anyway,and interest rates aren&quotechart none too shallow these days anyway.,NA,are,interest rates,"###speakerb17.###speakera18.###d-,###yeah,### i, i made a rule  with myself when i got one  that if i couldn&quotechart pay it in full every month that i&quotechard have  to rip it up,###so.###speakerb19.###yeah.###speakera2.###speakerb21.###that&quotechars a good idea.### stops all them interest rates,###speakera22.###that&quotechars,###speakerb23.",NA,NA,113118:08:00,atm fee,annual fee,late fee
6,NA,single_generic_trial,NA,NA,are kind of a problem,i mean winters are kind of a problem,NA,are,winters,"###in fact a lot of people will ride outside in the snow.###they&quotecharve got a, uh, mountain bike, you know, with the big knobby tires.###speakera14.###speakerb15.###speakera16.###yeah.###speakerb17.###and, i don&quotechart do that.### i basically, i, i pretty much lay off for the winter.###uh, i was thinking of  getting rollers for the last winter, you know, because it will help your balance when you&quotecharre indoor training .###speakera18.###um.###speakerb19.###uh, but i just, you know, more or less stocked, like an exercise bike and that kind of thing., uh,###but, yeah,",NA,NA,67262:12:00,fall,summer,spring
